locus_key	qc_exp_lead_present	qc_mdd_lead_present_main	qc_mdd_lead_present_noukbb
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus340	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus341	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus342	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus343	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus344	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus345	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus346	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus347	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus348	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus349	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus350	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus351	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus352	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus353	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus354	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus355	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus356	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus357	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus358	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus359	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus360	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus361	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus362	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus363	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus364	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus365	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus366	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus367	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus368	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus369	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus370	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus371	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus372	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus373	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus374	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus375	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus376	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus377	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus378	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus379	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus380	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus381	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus382	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus383	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus384	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus385	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus386	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus387	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus388	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus389	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus390	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus391	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus392	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus393	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus394	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus395	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus396	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus397	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus398	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus399	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus400	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus401	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus402	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus403	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus404	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus405	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus406	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus407	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus408	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus409	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus410	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus411	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus412	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus413	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus414	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus415	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus416	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus417	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus418	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus419	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus420	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus421	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus422	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus423	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus424	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus425	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus426	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus427	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus428	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus429	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus430	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus431	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus432	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus433	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus434	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus435	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus436	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus437	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus438	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus439	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus440	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus441	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus442	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus443	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus444	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus445	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus446	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus447	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus448	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus449	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus450	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus451	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus452	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus453	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus454	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus455	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus456	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus457	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus458	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus459	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus460	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus461	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus462	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus463	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus464	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus465	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus466	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus467	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus468	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus469	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus470	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus471	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus472	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus473	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus474	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus475	FALSE	FALSE	FALSE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus476	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus477	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus478	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus479	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus480	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus481	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus482	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus483	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus484	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus485	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus001	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus002	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus003	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus004	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus005	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus006	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus007	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus008	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus009	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus010	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus011	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus012	FALSE	FALSE	FALSE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus013	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus014	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus015	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus016	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus017	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus018	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus019	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus020	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus021	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus022	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus023	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus024	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus025	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus026	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus027	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus028	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus029	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus030	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus031	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus032	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus033	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus034	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus035	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus036	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus037	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus038	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus039	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus040	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus041	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus042	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus043	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus044	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus045	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus046	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus047	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus048	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus049	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus050	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus051	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus052	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus053	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus054	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus055	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus056	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus057	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus058	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus059	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus060	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus061	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus062	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus063	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus064	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus065	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus066	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus067	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus068	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus069	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus070	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus071	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus072	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus073	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus074	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus075	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus076	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus077	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus078	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus079	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus080	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus081	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus082	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus083	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus084	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus085	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus086	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus087	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus088	FALSE	FALSE	FALSE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus089	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus090	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus091	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus092	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus093	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus094	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus095	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus096	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus097	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus098	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus099	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus100	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus101	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus102	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus103	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus104	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus105	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus106	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus107	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus108	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus109	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus110	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus111	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus112	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus113	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus114	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus115	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus116	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus117	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus118	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus119	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus120	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus121	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus122	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus123	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus124	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus125	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus126	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus127	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus128	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus129	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus130	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus131	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus132	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus133	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus134	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus135	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus136	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus137	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus138	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus139	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus140	TRUE	TRUE	TRUE
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL__locus141	TRUE	TRUE	TRUE
