locus_key	trait	locus	outcome	analysis_status	failure_reason
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus408	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus408	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus409	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus409	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus409	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus409	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus409	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus409	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus410	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus410	classification	distinct_signal	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus410	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus410	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus410	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus410	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus411	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus411	classification	distinct_signal	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus411	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus411	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus411	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus411	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus412	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus412	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus412	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus412	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus412	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus412	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus413	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus413	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus413	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus413	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus413	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus413	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus414	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus414	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus414	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus414	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus414	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus414	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus415	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus415	classification	distinct_signal	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus415	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus415	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus415	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus415	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus416	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus416	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus416	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus416	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus416	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus416	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus417	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus417	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus417	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus417	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus417	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus417	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus418	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus418	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus418	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus418	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus418	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus418	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus419	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus419	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus419	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus419	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus419	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus419	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus420	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus420	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus420	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus420	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus420	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus420	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus421	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus421	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus421	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus421	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus421	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus421	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus422	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus422	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus422	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus422	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus422	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus422	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus423	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus423	classification	distinct_signal	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus423	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus423	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus423	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus423	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus424	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus424	classification	distinct_signal	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus424	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus424	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus424	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus424	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus425	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus425	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus425	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus425	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus425	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus425	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus426	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus426	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus426	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus426	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus426	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus426	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus427	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus427	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus427	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus427	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus427	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus427	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus428	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus428	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus428	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus428	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus428	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus428	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus429	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus429	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus429	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus429	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus429	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus429	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus430	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus430	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus430	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus430	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus430	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus430	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus431	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus431	classification	distinct_signal	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus431	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus431	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus431	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus431	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus432	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus432	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus432	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus432	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus432	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus432	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus433	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus433	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus433	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus433	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus433	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus433	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus434	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus434	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus434	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus434	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus434	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus434	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus435	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus435	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus435	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus435	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus435	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus435	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus436	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus436	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus436	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus436	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus436	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus436	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus437	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus437	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus437	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus437	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus437	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus437	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus438	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus438	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus438	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus438	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus438	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus438	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus439	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus439	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus439	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus439	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus439	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus439	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus440	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus440	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus440	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus440	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus440	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus440	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus441	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus441	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus441	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus441	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus441	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus441	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus442	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus442	classification	inconclusive	posterior_indeterminate
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus442	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus442	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus442	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus442	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus443	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus443	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus443	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus443	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus443	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus443	noUKBB	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus444	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus444	classification	trait_specific_or_low_power	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus444	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus444	main	success	none
Triglycerides_to_total_lipids_ratio_in_very_large_HDL__locus444	Triglycerides_to_total_lipids_ratio_in_very_large_HDL	locus444	noUKBB	success	none
